Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
H1f2	1	1	0.1	9	0	0	1	0	1.176	1	1	NA	0.0238141376345922	0	FALSE	4468	9493	10869
Ak8	1	0.1	0.1	0	1	0	5	4	0.567682	0.6	-0.6	0.611086074808472	0.113874879612255	0	FALSE	4207	10082	10870
Erich5	1	0.125	0.1	2	1	0	5	2	1.175741125	0.75	-0.75	0.730934855540534	0.0238141376345922	0	FALSE	4468	9494	10871
Msx2	1	0.125	0.1	2	1	0	3	4	1.172175	0.625	0.625	0.801937809824245	0.0238141376345922	0	FALSE	4468	9495	10872
Sapcd2	1	0.1	0.1	0	0	1	6	3	0.280332	0.7	0.7	0.79074658254469	0.122307151115182	0	FALSE	3800	11165	10873
Gdpd3	1	0.1	0.1	0	0	1	4	5	1.162023	0.6	-0.6	0.999499273947223	0.0238141376345922	0	FALSE	4468	9499	10874
Gjb2	1	0.143	0.1	3	1	0	5	1	1.15927857142857	0.857142857142857	-0.857142857142857	0.928646537479345	0.0238141376345922	0	FALSE	4468	9500	10875
Gja6	1	0.111	0.1	1	1	0	1	7	1.15864777777778	0.888888888888889	0.888888888888889	0.616143407941515	0.0238141376345922	0	FALSE	4468	9501	10876
Alox12b	1	0.2	0.1	5	0	1	2	2	1.15515	0.6	-0.6	0.817034700315457	0.0238141376345922	0	FALSE	4468	9502	10877
Olfr288	1	0.5	0.1	8	0	0	1	1	1.154985	0.5	-0.5	0.43237694657253	0.0238141376345922	0	FALSE	4468	9503	10878
Dbx1	1	0.167	0.1	4	0	1	2	3	1.15272833333333	0.666666666666667	-0.666666666666667	0.702268289019078	0.0238141376345922	0	FALSE	4468	9504	10879
Gm35083	1	0.25	0.1	6	0	0	4	0	1.15045	1	1	NA	0.0238141376345922	0	FALSE	4468	9505	10880
Arid1a	1	0.1	0.1	0	0	1	7	2	0.22318	0.8	0.8	0.295403334835512	0.124945597554325	0	FALSE	3670	11572	10881
Zyg11b	0	0	0	0	0	1	3	6	0.13211259	0.7	-0.7	0.322292323869611	0.154537984002309	0	FALSE	2580	16461	10882
6430628N08Rik	1	0.167	0.1	4	1	0	3	2	1.14713516666667	0.666666666666667	-0.666666666666667	0.444269190325973	0.0238141376345922	0	FALSE	4468	9506	10883
Barhl1	1	0.1	0.1	0	0	1	7	2	0.413902	0.8	0.8	0.710054579139753	0.117406437992149	0	FALSE	4028	10545	10884
Fgf23	1	0.1	0.1	0	0	1	4	5	1.146811	0.6	-0.6	0.863401932802564	0.0238141376345922	0	FALSE	4468	9507	10885
Zfp326	0	0	0	0	1	0	5	4	0.1438708	0.6	-0.6	0.221471133143057	0.153961257989483	0	FALSE	2599	16344	10886
Hemgn	1	0.143	0.1	3	0	1	2	4	1.14544142857143	0.714285714285714	-0.714285714285714	0.966576535977167	0.0238141376345922	0	FALSE	4468	9508	10887
Cpb1	1	0.125	0.1	2	0	1	3	4	1.1296625	0.625	-0.625	0.790571328426218	0.0238141376345922	0	FALSE	4468	9509	10888
Vmp1	1	0.1	0.1	0	1	0	4	5	0.1951595	0.6	0.6	0.491011967352661	0.126915873596904	0	FALSE	3579	11872	10889
Ifit3b	1	0.125	0.1	2	0	0	5	3	1.1291125	0.625	0.625	0.943518101246808	0.0238141376345922	0	FALSE	4468	9510	10890
Spta1	1	0.125	0.1	2	0	1	5	2	1.122025	0.75	0.75	0.902658855340243	0.0238141376345922	0	FALSE	4468	9511	10891
Folr2	1	0.1	0.1	0	1	0	6	3	1.117202	0.7	-0.7	0.84620199288969	0.0238141376345922	0	FALSE	4468	9512	10892
Slc9a4	1	0.167	0.1	4	0	1	1	4	1.1137	0.833333333333333	-0.833333333333333	0.791147163386911	0.0238141376345922	0	FALSE	4468	9513	10893
Mc3r	1	0.25	0.1	6	0	1	2	1	1.11213	0.75	0.75	0.663562165139452	0.0238141376345922	0	FALSE	4468	9514	10894
Card14	1	0.111	0.1	1	1	0	3	5	1.11209888888889	0.666666666666667	0.666666666666667	0.496695208051675	0.0238141376345922	0	FALSE	4468	9515	10895
Ifna13	1	0.5	0.1	8	0	0	1	1	1.0908	0.5	-0.5	NA	0.0238141376345922	0	FALSE	4468	9516	10896
Klk1	1	0.5	0.1	8	0	0	2	0	1.0835	1	1	0.960567823343849	0.0238141376345922	0	FALSE	4468	9517	10897
Lnp1	1	0.333	0.1	7	0	0	3	0	1.07759666666667	1	1	NA	0.0238141376345922	0	FALSE	4468	9518	10898
Kif28	1	0.2	0.1	5	0	0	4	1	1.07278	0.8	0.8	NA	0.0238141376345922	0	FALSE	4468	9519	10899
Nxnl2	1	0.1	0.1	0	1	0	4	5	1.07019	0.6	0.6	0.691277352160633	0.0238141376345922	0	FALSE	4468	9520	10900
Tamm41	1	0.1	0.1	0	0	1	6	3	0.152934	0.7	0.7	0.193831055029793	0.130599302947251	0	FALSE	3419	12442	10901
Calml4	1	0.1	0.1	0	0	1	6	3	1.068884	0.7	0.7	0.972960793150068	0.0238141376345922	0	FALSE	4468	9521	10902
Nox1	1	0.111	0.1	1	1	0	5	3	1.06675488888889	0.666666666666667	-0.666666666666667	0.576460868258975	0.0238141376345922	0	FALSE	4468	9522	10903
Siglec15	1	0.125	0.1	2	0	0	5	3	1.0643875	0.625	0.625	0.414626208001602	0.0238141376345922	0	FALSE	4468	9523	10904
Ccdc153	1	0.2	0.1	5	0	1	2	2	1.060932	0.6	-0.6	0.832682389464724	0.0238141376345922	0	FALSE	4468	9524	10905
Tlx3	1	0.25	0.1	6	1	0	1	2	1.05135	0.75	0.75	0.496570026538481	0.0238141376345922	0	FALSE	4468	9526	10906
Ugt1a6a	1	0.125	0.1	2	0	0	3	5	1.050225	0.625	-0.625	NA	0.0238141376345922	0	FALSE	4468	9527	10907
Izumo1r	1	0.25	0.1	6	1	0	1	2	1.048925	0.75	0.75	0.747383706374243	0.0238141376345922	0	FALSE	4468	9528	10908
Trpv1	1	0.167	0.1	4	0	0	4	2	1.04705	0.666666666666667	0.666666666666667	0.588453257222973	0.0238141376345922	0	FALSE	4468	9529	10909
F2rl2	1	0.1	0.1	0	1	0	2	7	1.04439	0.8	0.8	0.782234239647489	0.0238141376345922	0	FALSE	4468	9530	10910
Lrit3	1	0.111	0.1	1	1	0	3	5	1.04400888888889	0.666666666666667	0.666666666666667	0.473862100045065	0.0238141376345922	0	FALSE	4468	9531	10911
Pnmt	1	0.167	0.1	4	0	1	4	1	1.04384333333333	0.833333333333333	0.833333333333333	0.83233188122778	0.0238141376345922	0	FALSE	4468	9532	10912
Baiap2l1	1	0.1	0.1	0	1	0	5	4	1.03493	0.6	-0.6	0.985403835561564	0.0238141376345922	0	FALSE	4468	9534	10913
Il17rb	1	0.1	0.1	0	1	0	9	0	1.034902	1	-1	0.590531270341996	0.0238141376345922	0	FALSE	4468	9535	10914
Dusp27	1	0.125	0.1	2	0	1	4	3	1.03223	0.625	0.625	0.736492914726353	0.0238141376345922	0	FALSE	4468	9536	10915
Sdr9c7	1	0.333	0.1	7	0	1	1	1	1.02526666666667	0.666666666666667	-0.666666666666667	0.55139952931751	0.0238141376345922	0	FALSE	4468	9537	10916
Abcc6	1	0.125	0.1	2	1	0	3	4	0.62547625	0.625	0.625	0.564193079965951	0.111778341758652	0	FALSE	4278	9962	10917
Fam83b	1	0.167	0.1	4	1	0	3	2	1.01643333333333	0.666666666666667	-0.666666666666667	0.739096690200791	0.0238141376345922	0	FALSE	4468	9539	10918
Wdr93	1	0.111	0.1	1	1	0	1	7	1.00926888888889	0.888888888888889	0.888888888888889	0.393395423363878	0.0238141376345922	0	FALSE	4468	9540	10919
Itgad	1	0.167	0.1	4	0	1	4	1	1.00889733333333	0.833333333333333	0.833333333333333	0.882855139952932	0.0238141376345922	0	FALSE	4468	9541	10920
Eif3j2	1	0.125	0.1	2	0	0	6	2	1.0072625	0.75	0.75	NA	0.0238141376345922	0	FALSE	4468	9542	10921
Slc2a8	1	0.1	0.1	0	1	0	3	6	0.156236	0.7	0.7	0.315883030394071	0.130082763823624	0	FALSE	3441	12390	10922
Pax5	1	0.167	0.1	4	0	1	1	4	1.00699666666667	0.833333333333333	-0.833333333333333	0.89014070402083	0.0238141376345922	0	FALSE	4468	9543	10923
Fetub	1	0.167	0.1	4	0	1	0	5	1.00246666666667	1	-1	0.964748885884533	0.0238141376345922	0	FALSE	4468	9544	10924
Avp	1	0.2	0.1	5	0	1	2	2	1.00132	0.6	-0.6	0.991938310550298	0.0238141376345922	0	FALSE	4468	9545	10925
Lvrn	1	0.1	0.1	0	0	1	2	7	0.9968048	0.8	-0.8	0.60495218066196	0.0238141376345922	0	FALSE	4468	9546	10926
Prss48	0	0	0	7	0	1	2	0	0.6466	1	1	0.183816533974263	0.1409830474925	0	FALSE	3047	13999	10927
Gbx1	1	0.125	0.1	2	0	1	5	2	0.99465	0.75	0.75	0.480772119573381	0.0238141376345922	0	FALSE	4468	9548	10928
Zfp872	1	0.167	0.1	4	1	0	1	4	0.993966666666667	0.833333333333333	0.833333333333333	0.377747734214611	0.0238141376345922	0	FALSE	4468	9549	10929
Ltk	1	0.1	0.1	0	1	0	6	3	0.981189	0.7	-0.7	0.681838666065795	0.0238141376345922	0	FALSE	4468	9552	10930
Sh2d4a	1	0.1	0.1	0	0	1	3	6	0.980178	0.7	-0.7	0.690075609633969	0.0238141376345922	0	FALSE	4468	9553	10931
Lratd1	1	1	0.1	9	0	0	0	1	0.9801	1	-1	NA	0.0238141376345922	0	FALSE	4468	9554	10932
Cxcl2	1	0.2	0.1	5	1	0	1	3	0.978274	0.8	0.8	0.999173802012919	0.0238141376345922	0	FALSE	4468	9555	10933
Olfr317	1	0.25	0.1	6	1	0	1	2	0.978175	0.75	0.75	NA	0.0238141376345922	0	FALSE	4468	9556	10934
Mmp8	1	0.125	0.1	2	0	1	2	5	0.976365	0.75	-0.75	0.982324370336989	0.0238141376345922	0	FALSE	4468	9557	10935
Rpl3l	1	0.143	0.1	3	0	1	4	2	0.975678571428571	0.714285714285714	0.714285714285714	0.838115267137349	0.0238141376345922	0	FALSE	4468	9558	10936
Gm525	1	0.333	0.1	7	0	1	1	1	0.973133333333333	0.666666666666667	-0.666666666666667	0.619122727955536	0.0238141376345922	0	FALSE	4468	9559	10937
Zan	1	0.1	0.1	0	0	1	3	6	0.96935	0.7	-0.7	0.637899954934655	0.0238141376345922	0	FALSE	4468	9560	10938
Spo11	1	0.2	0.1	5	1	0	2	2	0.968444	0.6	0.6	0.575985178508838	0.0238141376345922	0	FALSE	4468	9561	10939
Gykl1	0	0	0	7	1	0	0	2	0.852984666666667	1	1	0.0861999899854789	0.138632401364916	0	FALSE	3128	13657	10940
Castor2	1	0.111	0.1	1	0	0	5	4	0.14557	0.555555555555556	0.555555555555556	0.424665765359772	0.131219996775404	0	FALSE	3395	12583	10941
Fbxo15	1	0.125	0.1	2	0	1	5	2	0.96734125	0.75	0.75	0.875744830003505	0.0238141376345922	0	FALSE	4468	9562	10942
1300017J02Rik	1	0.111	0.1	1	1	0	2	6	0.965277777777778	0.777777777777778	0.777777777777778	0.692028441239798	0.0238141376345922	0	FALSE	4468	9563	10943
Gm2511	1	0.333	0.1	7	0	1	1	1	0.965233333333333	0.666666666666667	-0.666666666666667	NA	0.0238141376345922	0	FALSE	4468	9564	10944
Toporsl	1	0.25	0.1	6	0	1	0	3	0.96453	1	-1	0.349206349206349	0.0238141376345922	0	FALSE	4468	9565	10945
Dao	0	0	0	4	0	1	2	3	0.544566666666667	0.666666666666667	-0.666666666666667	0.741825647188423	0.142849058732588	0	FALSE	2982	14332	10946
Slc15a1	1	0.2	0.1	5	0	1	2	2	0.96432	0.6	-0.6	0.829652996845426	0.0238141376345922	0	FALSE	4468	9566	10947
Asb10	1	0.125	0.1	2	1	0	5	2	0.9615125	0.75	-0.75	0.800460667968554	0.0238141376345922	0	FALSE	4468	9567	10948
Epn3	1	0.143	0.1	3	0	1	4	2	0.959621142857143	0.714285714285714	0.714285714285714	0.718667067247509	0.0238141376345922	0	FALSE	4468	9568	10949
Apol10b	1	0.333	0.1	7	1	0	0	2	0.9581	1	1	0.590756597065745	0.0238141376345922	0	FALSE	4468	9569	10950
1700012B09Rik	1	0.143	0.1	3	0	1	3	3	0.957504285714286	0.571428571428571	-0.571428571428571	0.861399028591458	0.0238141376345922	0	FALSE	4468	9570	10951
Rarres1	1	0.111	0.1	1	0	1	6	2	0.957092222222222	0.777777777777778	0.777777777777778	0.880476691202243	0.0238141376345922	0	FALSE	4468	9571	10952
Krt77	1	0.167	0.1	4	1	0	4	1	0.954418333333333	0.833333333333333	-0.833333333333333	0.580291422562716	0.0238141376345922	0	FALSE	4468	9573	10953
Serpinb8	1	0.111	0.1	1	0	1	2	6	0.948077777777778	0.777777777777778	-0.777777777777778	0.904887086275099	0.0238141376345922	0	FALSE	4468	9575	10954
Olfr1410	1	0.5	0.1	8	0	1	0	1	0.947865	1	-1	0.442141104601672	0.0238141376345922	0	FALSE	4468	9576	10955
Eps8l1	1	0.1	0.1	0	1	0	3	6	0.946468	0.7	0.7	0.902859145761354	0.0238141376345922	0	FALSE	4468	9577	10956
Xirp2	1	0.25	0.1	6	0	1	2	1	0.9413	0.75	0.75	0.920659956937559	0.0238141376345922	0	FALSE	4468	9578	10957
S100a3	1	0.125	0.1	2	1	0	3	4	0.93807875	0.625	0.625	0.808672575234089	0.0238141376345922	0	FALSE	4468	9579	10958
Uty	1	0.1	0.1	0	0	1	1	8	0.936322	0.9	-0.9	0.999774673276251	0.0238141376345922	0	FALSE	4468	9580	10959
Ch25h	1	0.167	0.1	4	1	0	4	1	0.932531666666667	0.833333333333333	-0.833333333333333	0.98998547894447	0.0238141376345922	0	FALSE	4468	9581	10960
B3gnt3	1	0.111	0.1	1	0	1	4	4	0.929955555555556	0.555555555555556	-0.555555555555556	0.795403334835512	0.0238141376345922	0	FALSE	4468	9583	10961
Pdcd1lg2	1	0.125	0.1	2	1	0	1	6	0.9232475	0.875	0.875	0.83233188122778	0.0238141376345922	0	FALSE	4468	9585	10962
Bdkrb2	1	0.111	0.1	1	0	0	3	6	0.922422222222222	0.666666666666667	-0.666666666666667	0.759075659706575	0.0238141376345922	0	FALSE	4468	9586	10963
Il17re	0	0	0	5	1	0	2	2	0.4559262	0.6	0.6	0.75234089429673	0.144717540103595	0	FALSE	2914	14700	10964
Gm21814	1	0.125	0.1	2	0	0	3	5	0.9209625	0.625	-0.625	NA	0.0238141376345922	0	FALSE	4468	9588	10965
Hbb-bh1	1	0.167	0.1	4	1	0	3	2	0.917625	0.666666666666667	-0.666666666666667	0.959491262330379	0.0238141376345922	0	FALSE	4468	9589	10966
Ntn5	1	0.125	0.1	2	0	1	1	6	0.91742375	0.875	-0.875	0.892143608231936	0.0238141376345922	0	FALSE	4468	9590	10967
Mmaa	1	0.1	0.1	0	0	1	4	5	0.1629683	0.6	-0.6	0.147689149266436	0.128912294379414	0	FALSE	3491	12276	10968
Cldn13	1	0.333	0.1	7	0	1	1	1	0.915966666666667	0.666666666666667	-0.666666666666667	0.839467227479846	0.0238141376345922	0	FALSE	4468	9592	10969
Cfi	1	0.125	0.1	2	1	0	3	4	0.9155875	0.625	0.625	0.898152320865255	0.0238141376345922	0	FALSE	4468	9593	10970
Atp5pb	0	0	0	9	0	0	1	0	0.22	1	1	NA	0.150655349016581	0	FALSE	2709	15822	10971
Crtam	1	0.111	0.1	1	1	0	7	1	0.915137777777778	0.888888888888889	-0.888888888888889	0.852686395273146	0.0238141376345922	0	FALSE	4468	9594	10972
Scgn	1	0.167	0.1	4	0	1	3	2	0.914881666666667	0.666666666666667	0.666666666666667	0.778128286014721	0.0238141376345922	0	FALSE	4468	9595	10973
Lilrb4a	1	0.125	0.1	2	0	0	4	4	0.9132625	0.5	-0.5	0.992489109208352	0.0238141376345922	0	FALSE	4468	9597	10974
Atp6v1b1	1	0.125	0.1	2	0	1	3	4	0.91227625	0.625	-0.625	0.713359371088078	0.0238141376345922	0	FALSE	4468	9598	10975
Pde6a	1	0.25	0.1	6	1	0	1	2	0.91009075	0.75	0.75	0.7000901306895	0.0238141376345922	0	FALSE	4468	9599	10976
Fcrlb	1	0.125	0.1	2	1	0	3	4	0.9092125	0.625	0.625	0.512568223924691	0.0238141376345922	0	FALSE	4468	9601	10977
Ms4a7	1	0.167	0.1	4	0	1	3	2	0.908386666666667	0.666666666666667	0.666666666666667	0.976440839216864	0.0238141376345922	0	FALSE	4468	9602	10978
Muc15	1	0.167	0.1	4	1	0	2	3	0.907396666666667	0.666666666666667	0.666666666666667	0.897977066746783	0.0238141376345922	0	FALSE	4468	9603	10979
Crct1	1	0.333	0.1	7	0	1	0	2	0.905966666666667	1	-1	0.956211506684693	0.0238141376345922	0	FALSE	4468	9604	10980
Gbp4	1	0.125	0.1	2	0	0	6	2	0.903275	0.75	0.75	0.96735266135897	0.0238141376345922	0	FALSE	4468	9606	10981
2210010C04Rik	1	0.25	0.1	6	1	0	2	1	0.901325	0.75	-0.75	0.871388513344349	0.0238141376345922	0	FALSE	4468	9607	10982
C8b	1	0.143	0.1	3	0	1	2	4	0.900757142857143	0.714285714285714	-0.714285714285714	0.786089830253868	0.0238141376345922	0	FALSE	4468	9608	10983
Klf7	0	0	0	0	1	0	4	5	0.1913018	0.6	0.6	0.540483701366982	0.15155702360582	0	FALSE	2680	16021	10984
Psmb11	1	0.125	0.1	2	1	0	4	3	0.898105	0.625	-0.625	0.661884732862651	0.0238141376345922	0	FALSE	4468	9610	10985
Hsf5	0	0	0	0	1	0	5	4	0.602499	0.6	-0.6	0.491838165339743	0.141141437126803	0	FALSE	3042	14116	10986
Cd164l2	1	0.143	0.1	3	1	0	5	1	0.896607142857143	0.857142857142857	-0.857142857142857	0.719192829602924	0.0238141376345922	0	FALSE	4468	9611	10987
Ccdc83	0	0	0	7	1	0	0	2	0.767811666666667	1	1	0.458489810224826	0.1388971033949	0	FALSE	3119	13768	10988
Lum	1	0.125	0.1	2	0	1	3	4	0.8938075	0.625	-0.625	0.980121175704772	0.0238141376345922	0	FALSE	4468	9613	10989
Pou2af1	1	0.2	0.1	5	1	0	1	3	0.8927	0.8	0.8	0.932101547243503	0.0238141376345922	0	FALSE	4468	9614	10990
Trp63	1	0.125	0.1	2	1	0	3	4	0.8922625	0.625	0.625	0.827825346752792	0.0238141376345922	0	FALSE	4468	9615	10991
Tnfrsf17	1	0.2	0.1	5	0	1	3	1	0.88906	0.8	0.8	0.604050873766962	0.0238141376345922	0	FALSE	4468	9616	10992
Slc2a7	1	0.25	0.1	6	0	1	1	2	0.8869975	0.75	-0.75	NA	0.0238141376345922	0	FALSE	4468	9617	10993
Gm4952	1	0.2	0.1	5	0	1	3	1	0.88678	0.8	0.8	0.53732912723449	0.0238141376345922	0	FALSE	4468	9618	10994
Ifi207	1	0.111	0.1	1	0	1	4	4	0.883244444444444	0.555555555555556	-0.555555555555556	0.986054779430174	0.0238141376345922	0	FALSE	4468	9620	10995
Ston2	1	0.1	0.1	0	0	1	4	5	0.292669	0.6	-0.6	0.687597015672725	0.120690165479439	0	FALSE	3877	11087	10996
Gstp3	1	0.2	0.1	5	0	1	0	4	0.873922	1	-1	0.932952781533223	0.0238141376345922	0	FALSE	4468	9621	10997
Atp12a	1	0.125	0.1	2	0	1	3	4	0.87365	0.625	-0.625	0.894046367232487	0.0238141376345922	0	FALSE	4468	9622	10998
Depp1	1	0.1	0.1	0	0	1	6	3	0.872559	0.7	0.7	0.978744179059637	0.0238141376345922	0	FALSE	4468	9623	10999
Adamts12	1	0.125	0.1	2	1	0	4	3	0.2906885	0.625	-0.625	0.870987932502128	0.120841339707469	0	FALSE	3873	11102	11000
4930519F16Rik	1	0.143	0.1	3	0	1	1	5	0.87037	0.857142857142857	-0.857142857142857	0.533799008562415	0.0238141376345922	0	FALSE	4468	9624	11001
Tepp	1	0.1	0.1	0	1	0	4	5	0.289361	0.6	0.6	0.256271593811026	0.120841339707469	0	FALSE	3873	11107	11002
Gipc3	0	0	0	1	0	1	4	4	0.569607777777778	0.555555555555556	-0.555555555555556	0.615342246257073	0.141676448428517	0	FALSE	3022	14236	11003
Pitx1	1	0.167	0.1	4	1	0	2	3	0.86385	0.666666666666667	0.666666666666667	0.723273746933053	0.0238141376345922	0	FALSE	4468	9629	11004
Cd247	1	0.1	0.1	0	0	1	4	5	0.861499	0.6	-0.6	0.74743377897952	0.0238141376345922	0	FALSE	4468	9631	11005
Chodl	1	0.125	0.1	2	1	0	3	4	0.8604075	0.625	0.625	0.92213709879325	0.0238141376345922	0	FALSE	4468	9632	11006
Cer1	1	0.125	0.1	2	0	1	3	4	0.85618875	0.625	-0.625	0.967903460017025	0.0238141376345922	0	FALSE	4468	9634	11007
Dctn4	1	0.1	0.1	0	1	0	1	8	0.098045	0.9	0.9	0.246056782334385	0.135132568204357	0	FALSE	3247	13258	11008
Il7r	1	0.167	0.1	4	0	0	5	1	0.8556	0.833333333333333	0.833333333333333	0.957112813579691	0.0238141376345922	0	FALSE	4468	9635	11009
Tspan8	1	0.167	0.1	4	1	0	4	1	0.85029	0.833333333333333	-0.833333333333333	0.968954984727855	0.0238141376345922	0	FALSE	4468	9637	11010
Hrc	1	0.1	0.1	0	1	0	4	5	0.847767	0.6	0.6	0.83894146512443	0.0238141376345922	0	FALSE	4468	9638	11011
Npffr1	1	0.111	0.1	1	1	0	6	2	0.846021111111111	0.777777777777778	-0.777777777777778	0.584096940563818	0.0238141376345922	0	FALSE	4468	9639	11012
Ccr1	1	0.125	0.1	2	0	1	3	4	0.8443925	0.625	-0.625	0.95243102498623	0.0238141376345922	0	FALSE	4468	9640	11013
Npas4	1	0.1	0.1	0	1	0	6	3	0.842182	0.7	-0.7	0.987181413048921	0.0238141376345922	0	FALSE	4468	9642	11014
Prss42	1	0.167	0.1	4	0	1	3	2	0.842016666666667	0.666666666666667	0.666666666666667	0.258800260377547	0.0238141376345922	0	FALSE	4468	9643	11015
Myl3	1	0.167	0.1	4	1	0	2	3	0.839916666666667	0.666666666666667	0.666666666666667	0.933628761704472	0.0238141376345922	0	FALSE	4468	9644	11016
Tmsb15b1	1	0.125	0.1	2	0	0	3	5	0.8370375	0.625	-0.625	NA	0.0238141376345922	0	FALSE	4468	9645	11017
Slc6a12	1	0.1	0.1	0	1	0	5	4	0.836522	0.6	-0.6	0.795778879375094	0.0238141376345922	0	FALSE	4468	9646	11018
Cdhr5	1	0.25	0.1	6	1	0	2	1	0.8339225	0.75	-0.75	0.61283861599319	0.0238141376345922	0	FALSE	4468	9648	11019
Ptgdr	1	0.143	0.1	3	0	1	4	2	0.833374285714286	0.714285714285714	0.714285714285714	0.496019227880427	0.0238141376345922	0	FALSE	4468	9649	11020
Slc9a2	1	0.111	0.1	1	0	0	4	5	0.833322222222222	0.555555555555556	-0.555555555555556	0.820164238145311	0.0238141376345922	0	FALSE	4468	9650	11021
Spink5	1	0.333	0.1	7	1	0	0	2	0.832466666666667	1	1	0.831380501727505	0.0238141376345922	0	FALSE	4468	9651	11022
1700024J04Rik	1	0.333	0.1	7	1	0	2	0	0.83046	1	-1	0.407440789144259	0.0238141376345922	0	FALSE	4468	9652	11023
Snorc	1	0.2	0.1	5	0	1	2	2	0.83	0.6	-0.6	0.561814631215262	0.0238141376345922	0	FALSE	4468	9653	11024
Pjvk	1	0.143	0.1	3	0	1	1	5	0.83	0.857142857142857	-0.857142857142857	0.455760853237194	0.0238141376345922	0	FALSE	4468	9653	11024
Stbd1	1	0.1	0.1	0	1	0	3	6	0.458392	0.7	0.7	0.909168294026338	0.114973015009632	0	FALSE	4151	10391	11026
Ly6c1	1	0.125	0.1	2	0	0	4	4	0.8299375	0.5	-0.5	NA	0.0238141376345922	0	FALSE	4468	9655	11027
Sfmbt2	1	0.1	0.1	0	0	1	5	4	0.209187	0.6	0.6	0.782033949226378	0.12455675397577	0	FALSE	3688	11698	11028
Bpifb5	1	0.2	0.1	5	1	0	2	2	0.82929	0.6	0.6	0.672450052576236	0.0238141376345922	0	FALSE	4468	9656	11029
C1qtnf9	1	0.111	0.1	1	0	1	1	7	0.829224444444444	0.888888888888889	-0.888888888888889	0.611486655650693	0.0238141376345922	0	FALSE	4468	9657	11030
9530053A07Rik	1	0.125	0.1	2	0	0	2	6	0.8285	0.75	-0.75	NA	0.0238141376345922	0	FALSE	4468	9658	11031
F830016B08Rik	1	0.25	0.1	6	0	1	2	1	0.82786	0.75	0.75	NA	0.0238141376345922	0	FALSE	4468	9661	11032
Olfr287	1	0.25	0.1	6	0	0	3	1	0.82775	0.75	0.75	NA	0.0238141376345922	0	FALSE	4468	9662	11033
Josd2	1	0.1	0.1	0	1	0	6	3	0.1402214	0.7	-0.7	0.454659255921086	0.130938005261949	0	FALSE	3406	12676	11034
Cnpy1	1	0.111	0.1	1	0	0	4	5	0.827072222222222	0.555555555555556	-0.555555555555556	0.818662059986981	0.0238141376345922	0	FALSE	4468	9664	11035
Coro6	1	0.1	0.1	0	0	1	6	3	0.826672	0.7	0.7	0.703845576085324	0.0238141376345922	0	FALSE	4468	9666	11036
D630039A03Rik	1	0.125	0.1	2	0	1	4	3	0.8211675	0.625	0.625	0.754644234139502	0.0238141376345922	0	FALSE	4468	9668	11037
F5	1	0.1	0.1	0	1	0	2	7	0.820616	0.8	0.8	0.948976015222072	0.0238141376345922	0	FALSE	4468	9669	11038
Lman1l	1	0.2	0.1	5	1	0	1	3	0.81976	0.8	0.8	0.59961944819989	0.0238141376345922	0	FALSE	4468	9670	11039
Ddhd1	1	0.1	0.1	0	1	0	4	5	0.1931952	0.6	0.6	0.552801562265285	0.125703617292476	0	FALSE	3633	11893	11040
Pgpep1l	1	0.125	0.1	2	1	0	6	1	0.8195125	0.875	-0.875	0.465725301687447	0.0238141376345922	0	FALSE	4468	9671	11041
Sp6	1	0.1	0.1	0	1	0	5	4	0.8187248	0.6	-0.6	0.664864052876671	0.0238141376345922	0	FALSE	4468	9672	11042
Psors1c2	1	0.1	0.1	0	0	1	5	4	0.8183578	0.6	0.6	0.702994341795604	0.0238141376345922	0	FALSE	4468	9673	11043
Nodal	1	0.111	0.1	1	0	1	2	6	0.815566666666667	0.777777777777778	-0.777777777777778	0.717114816483902	0.0238141376345922	0	FALSE	4468	9674	11044
Mafa	1	0.111	0.1	1	1	0	5	3	0.5582	0.666666666666667	-0.666666666666667	0.954083420960393	0.111778341758652	0	FALSE	4278	10106	11045
Mb	1	0.2	0.1	5	0	1	2	2	0.810392	0.6	-0.6	0.92298833308297	0.0238141376345922	0	FALSE	4468	9677	11046
Esr2	1	0.125	0.1	2	0	0	3	5	0.8083325	0.625	-0.625	0.505783385909569	0.0238141376345922	0	FALSE	4468	9679	11047
Cd4	1	0.125	0.1	2	0	1	4	3	0.8076127625	0.625	0.625	0.894346802864153	0.0238141376345922	0	FALSE	4468	9680	11048
Sgcg	1	0.1	0.1	0	1	0	5	4	0.806342	0.6	-0.6	0.938085223574183	0.0238141376345922	0	FALSE	4468	9681	11049
Lrrc18	1	0.125	0.1	2	1	0	4	3	0.8057675	0.625	-0.625	0.586425316709228	0.0238141376345922	0	FALSE	4468	9682	11050
C8a	1	0.333	0.1	7	0	1	2	0	0.804966666666667	1	1	0.786715737819839	0.0238141376345922	0	FALSE	4468	9683	11051
Hoxa5	1	0.167	0.1	4	1	0	3	2	0.301188333333333	0.666666666666667	-0.666666666666667	0.974262680887287	0.119799480980182	0	FALSE	3919	11040	11052
Snx20	0	0	0	0	0	1	4	5	0.262203	0.6	-0.6	0.637499374092434	0.148672618938309	0	FALSE	2775	15593	11053
