Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
Pgghg	3	0.3	0.3	0	0	1	6	3	0.2010401	0.7	0.7	0.465900555805919	0.0238141376345922	0	FALSE	4468	4274	5723
Ccpg1os	1	0.1	0.1	0	0	1	3	6	0.334292	0.7	-0.7	0.334334785438886	0.182133669068112	0	FALSE	1756	10875	5724
Fgd1	3	0.3	0.3	0	1	0	5	4	0.2009789	0.6	-0.6	0.422537679635471	0.0238141376345922	0	FALSE	4468	4275	5725
Nars	3	0.3	0.3	0	0	1	3	6	0.200855	0.7	-0.7	0.16829402633819	0.0238141376345922	0	FALSE	4468	4276	5726
Proca1	0	0	0	0	1	0	7	2	0.289512	0.8	-0.8	0.435706774823494	0.204308481503558	0	FALSE	1236	15458	5727
Gramd1a	3	0.3	0.3	0	1	0	2	7	0.200797	0.8	0.8	0.413950227830354	0.0238141376345922	0	FALSE	4468	4277	5728
Ufd1	3	0.333	0.3	1	0	0	5	4	0.20059	0.555555555555556	0.555555555555556	0.062690901807621	0.0238141376345922	0	FALSE	4468	4278	5729
Armc5	3	0.3	0.3	0	1	0	6	3	0.2005584	0.7	-0.7	0.121350958890391	0.0238141376345922	0	FALSE	4468	4279	5730
Snrpg	3	0.3	0.3	0	0	1	3	6	0.2005051	0.7	-0.7	0.516448850833709	0.0238141376345922	0	FALSE	4468	4280	5731
Wsb2	3	0.3	0.3	0	0	1	4	5	0.200472	0.6	-0.6	0.363101497170898	0.0238141376345922	0	FALSE	4468	4283	5732
Zswim9	3	0.3	0.3	0	1	0	3	6	0.200461	0.7	0.7	0.108482299334034	0.0238141376345922	0	FALSE	4468	4284	5733
Phf21a	3	0.3	0.3	0	0	1	3	6	0.2003903	0.7	-0.7	0.21864203094487	0.0238141376345922	0	FALSE	4468	4285	5734
Hgsnat	3	0.3	0.3	0	1	0	4	5	0.200324	0.6	0.6	0.540058084222122	0.0238141376345922	0	FALSE	4468	4287	5735
Nab1	3	0.333	0.3	1	0	0	7	2	0.200286777777778	0.777777777777778	0.777777777777778	0.441114616193481	0.0238141376345922	0	FALSE	4468	4288	5736
Cmpk1	3	0.3	0.3	0	0	1	5	4	0.200153	0.6	0.6	0.131841169696059	0.0238141376345922	0	FALSE	4468	4289	5737
Psmb2	3	0.3	0.3	0	0	1	4	5	0.199991	0.6	-0.6	0.189499774673276	0.0238141376345922	0	FALSE	4468	4291	5738
Fam166b	0	0	0	3	1	0	6	0	0.512771428571429	1	-1	0.565044314255671	0.199941042816279	0	FALSE	1327	14452	5739
Arpp19	2	0.2	0.2	0	0	1	5	4	0.0954296	0.6	0.6	0.557308096740273	0.171772187293192	0	FALSE	2042	9393	5740
Psmd5	3	0.3	0.3	0	0	1	4	5	0.1998719	0.6	-0.6	0.0284412397977067	0.0238141376345922	0	FALSE	4468	4293	5741
Pak4	3	0.3	0.3	0	1	0	3	6	0.199796	0.7	0.7	0.185719292974813	0.0238141376345922	0	FALSE	4468	4295	5742
Ybx1	3	0.3	0.3	0	0	1	7	2	0.19961	0.8	0.8	0.491337439286966	0.0238141376345922	0	FALSE	4468	4297	5743
Fen1	3	0.3	0.3	0	1	0	6	3	0.1995906	0.7	-0.7	0.756096339692554	0.0238141376345922	0	FALSE	4468	4298	5744
Reps2	3	0.3	0.3	0	1	0	5	4	0.199485	0.6	-0.6	0.747583996795353	0.0238141376345922	0	FALSE	4468	4300	5745
Ddx39b	3	0.3	0.3	0	0	1	6	3	0.199424	0.7	0.7	0.294001301887737	0.0238141376345922	0	FALSE	4468	4301	5746
Adnp2	3	0.333	0.3	1	0	0	4	5	0.199343333333333	0.555555555555556	-0.555555555555556	0.0250363026388263	0.0238141376345922	0	FALSE	4468	4302	5747
Elf3	2	0.222	0.2	1	1	0	4	4	1.24509666666667	0.555555555555556	0.555555555555556	0.756046267087277	0.126770216417408	0	FALSE	3585	5362	5748
Ctrb1	0	0	0	8	0	1	0	1	0.15366	1	-1	0.697561464122978	0.207066397472765	0	FALSE	1182	16264	5749
Hipk3	3	0.3	0.3	0	1	0	4	5	0.199309	0.6	0.6	0.615442391467628	0.0238141376345922	0	FALSE	4468	4303	5750
Klhl42	2	0.2	0.2	0	1	0	5	4	0.176184	0.6	-0.6	0.354989735115918	0.162755360388226	0	FALSE	2307	8334	5751
Chd1l	3	0.3	0.3	0	1	0	6	3	0.19929754	0.7	-0.7	0.239572379950929	0.0238141376345922	0	FALSE	4468	4304	5752
Zfp799	3	0.3	0.3	0	0	1	3	6	0.19906	0.7	-0.7	0.261378999549347	0.0238141376345922	0	FALSE	4468	4307	5753
Gemin4	3	0.3	0.3	0	0	1	5	4	0.198999	0.6	0.6	0.35601622352411	0.0238141376345922	0	FALSE	4468	4308	5754
Copb2	3	0.3	0.3	0	0	1	4	5	0.1989564	0.6	-0.6	0.0890541284863051	0.0238141376345922	0	FALSE	4468	4309	5755
Dnpep	3	0.3	0.3	0	1	0	2	7	0.198936	0.8	0.8	0.265384807971559	0.0238141376345922	0	FALSE	4468	4310	5756
Commd2	3	0.3	0.3	0	0	1	4	5	0.1988694	0.6	-0.6	0.222147113314306	0.0238141376345922	0	FALSE	4468	4311	5757
Tubg1	3	0.3	0.3	0	1	0	6	3	0.180364	0.7	-0.7	0.386335186019729	0.113874879612255	0	FALSE	4207	4579	5758
G6pdx	3	0.3	0.3	0	0	1	1	8	0.198818	0.9	-0.9	0.377547443793501	0.0238141376345922	0	FALSE	4468	4312	5759
Lemd2	1	0.1	0.1	0	1	0	4	5	0.131586	0.6	0.6	0.126132892694407	0.192191406252103	0	FALSE	1500	12845	5760
Epn1	3	0.3	0.3	0	1	0	5	4	0.1985	0.6	-0.6	0.253642782033949	0.0238141376345922	0	FALSE	4468	4313	5761
Mtmr4	2	0.2	0.2	0	1	0	4	5	0.126439	0.6	0.6	0.266010715537529	0.169491561038756	0	FALSE	2107	9146	5762
Usp14	3	0.3	0.3	0	0	1	3	6	0.198406	0.7	-0.7	0.415377297080767	0.0238141376345922	0	FALSE	4468	4314	5763
Uba5	3	0.3	0.3	0	1	0	8	1	0.198401	0.9	-0.9	0.148365129437685	0.0238141376345922	0	FALSE	4468	4315	5764
Rtn4	2	0.2	0.2	0	1	0	4	5	0.1864071	0.6	0.6	0.878924440438636	0.160815857333573	0	FALSE	2366	8149	5765
Comt	0	0	0	0	1	0	4	5	0.111984	0.6	0.6	0.49466726753793	0.208549261872593	0	FALSE	1156	16679	5766
Nucb1	3	0.3	0.3	0	1	0	2	7	0.19807993	0.8	0.8	0.190726553502579	0.0238141376345922	0	FALSE	4468	4316	5767
Abi2	3	0.3	0.3	0	0	1	7	2	0.1979429	0.8	0.8	0.531495668719643	0.0238141376345922	0	FALSE	4468	4317	5768
Mat2a	3	0.3	0.3	0	0	1	5	4	0.162642	0.6	0.6	0.560913324320264	0.118206586391879	0	FALSE	3995	4829	5769
Wtap	3	0.3	0.3	0	0	1	3	6	0.1978985	0.7	-0.7	0.315732812578238	0.0238141376345922	0	FALSE	4468	4318	5770
Pex5	3	0.3	0.3	0	1	0	1	8	0.19787	0.9	0.9	0.104751890240849	0.0238141376345922	0	FALSE	4468	4319	5771
Tomm70a	3	0.3	0.3	0	0	1	6	3	0.197731	0.7	0.7	0.445370787642081	0.0238141376345922	0	FALSE	4468	4321	5772
Dus3l	1	0.1	0.1	0	0	1	4	5	0.155897	0.6	-0.6	0.0541785589104201	0.189814226758067	0	FALSE	1557	12401	5773
Cwf19l2	3	0.3	0.3	0	0	1	5	4	0.197443	0.6	0.6	0.25704771919283	0.0238141376345922	0	FALSE	4468	4323	5774
Gls	3	0.333	0.3	1	0	0	5	4	0.197301111111111	0.555555555555556	0.555555555555556	0.421836663161584	0.0238141376345922	0	FALSE	4468	4324	5775
Nhlrc2	3	0.333	0.3	1	0	0	4	5	0.197293761111111	0.555555555555556	-0.555555555555556	0.118571929297481	0.0238141376345922	0	FALSE	4468	4325	5776
Ccdc194	0	0	0	6	0	0	1	3	0.5508425	0.75	-0.75	NA	0.19883103226707	0	FALSE	1351	14304	5777
Car4	1	0.111	0.1	1	1	0	5	3	0.956588888888889	0.666666666666667	-0.666666666666667	0.976841420059086	0.172602012119008	0	FALSE	2019	9572	5778
Recql5	1	0.1	0.1	0	0	1	5	4	0.13050915	0.6	0.6	0.471934304741876	0.192061426658167	0	FALSE	1503	12859	5779
Ipp	3	0.3	0.3	0	1	0	8	1	0.197269	0.9	-0.9	0.4931650893796	0.0238141376345922	0	FALSE	4468	4326	5780
Wdr37	3	0.3	0.3	0	0	1	3	6	0.1972443	0.7	-0.7	0.45200540784137	0.0238141376345922	0	FALSE	4468	4327	5781
Ppil4	3	0.3	0.3	0	0	1	5	4	0.1971716	0.6	0.6	0.0384056882479595	0.0238141376345922	0	FALSE	4468	4328	5782
Atp1a4	2	0.286	0.2	3	0	1	4	2	0.855884285714286	0.714285714285714	0.714285714285714	0.717765760352511	0.128214447515533	0	FALSE	3521	5493	5783
Nudt21	3	0.3	0.3	0	0	1	4	5	0.197156	0.6	-0.6	0.307846377247008	0.0238141376345922	0	FALSE	4468	4329	5784
Tecpr1	3	0.3	0.3	0	1	0	3	6	0.197109	0.7	0.7	0.439962946272095	0.0238141376345922	0	FALSE	4468	4330	5785
Polr3f	3	0.3	0.3	0	0	1	4	5	0.1970623	0.6	-0.6	0.181938811276351	0.0238141376345922	0	FALSE	4468	4331	5786
Pcbp2	3	0.3	0.3	0	0	1	4	5	0.196957	0.6	-0.6	0.0893295278153322	0.0238141376345922	0	FALSE	4468	4332	5787
Ube2a	3	0.3	0.3	0	1	0	6	3	0.1968849	0.7	-0.7	0.219543337839868	0.0238141376345922	0	FALSE	4468	4333	5788
Tma7	3	0.3	0.3	0	0	1	3	6	0.196845	0.7	-0.7	0.297906965099394	0.0238141376345922	0	FALSE	4468	4334	5789
Sgca	1	0.2	0.1	5	0	1	2	2	0.9501	0.6	-0.6	0.664613689850283	0.172456273110139	0	FALSE	2023	9574	5790
Ebp	3	0.3	0.3	0	0	1	4	5	0.196836	0.6	-0.6	0.280256371739022	0.0238141376345922	0	FALSE	4468	4335	5791
Rpap1	3	0.3	0.3	0	0	1	5	4	0.196834	0.6	0.6	0.212908717640579	0.0238141376345922	0	FALSE	4468	4336	5792
Zfp592	3	0.3	0.3	0	1	0	5	4	0.196772	0.6	-0.6	0.0932852636322668	0.0238141376345922	0	FALSE	4468	4337	5793
Pgd	3	0.3	0.3	0	1	0	5	4	0.1834487	0.6	-0.6	0.523609233388413	0.111778341758652	0	FALSE	4278	4530	5794
Rpl11	2	0.2	0.2	0	0	1	4	5	0.14854	0.6	-0.6	0.21053026888989	0.166275551338071	0	FALSE	2201	8805	5795
Rpf2	3	0.3	0.3	0	0	1	4	5	0.196461	0.6	-0.6	0.471533723899654	0.0238141376345922	0	FALSE	4468	4342	5796
Nxt1	3	0.3	0.3	0	0	1	4	5	0.196237	0.6	-0.6	0.148114766411296	0.0238141376345922	0	FALSE	4468	4344	5797
Arf5	3	0.3	0.3	0	1	0	4	5	0.1959788	0.6	0.6	0.446096840418607	0.0238141376345922	0	FALSE	4468	4345	5798
Ncoa7	3	0.3	0.3	0	0	1	4	5	0.1959067	0.6	-0.6	0.630238846327174	0.0238141376345922	0	FALSE	4468	4346	5799
Ctc1	3	0.3	0.3	0	1	0	5	4	0.160416	0.6	-0.6	0.16937058735166	0.118206586391879	0	FALSE	3995	4861	5800
Gmps	3	0.3	0.3	0	0	1	6	3	0.195797	0.7	0.7	0.121851684943168	0.0238141376345922	0	FALSE	4468	4347	5801
Ndufa6	2	0.2	0.2	0	1	0	4	5	0.2158626	0.6	0.6	0.308422212207701	0.15563679252233	0	FALSE	2542	7642	5802
Rcn1	3	0.3	0.3	0	1	0	4	5	0.195721	0.6	0.6	0.707901457112814	0.0238141376345922	0	FALSE	4468	4348	5803
Gkap1	3	0.3	0.3	0	1	0	3	6	0.195691	0.7	0.7	0.325121426067798	0.0238141376345922	0	FALSE	4468	4349	5804
Impa1	2	0.2	0.2	0	1	0	3	6	0.1831967	0.7	0.7	0.261003455009764	0.160697242175027	0	FALSE	2370	8199	5805
Card9	0	0	0	1	0	1	5	3	0.552265555555556	0.666666666666667	0.666666666666667	0.620825196534976	0.198477205794269	0	FALSE	1359	14300	5806
Dhps	3	0.3	0.3	0	0	1	4	5	0.195628	0.6	-0.6	0.14696309648991	0.0238141376345922	0	FALSE	4468	4350	5807
Pex19	3	0.3	0.3	0	1	0	3	6	0.1955173	0.7	0.7	0.111386510440138	0.0238141376345922	0	FALSE	4468	4351	5808
Sstr4	2	0.25	0.2	2	0	0	6	2	0.57169125	0.75	0.75	0.654148515347253	0.132643343940116	0	FALSE	3339	5824	5809
Tnik	2	0.2	0.2	0	1	0	0	9	0.43963	1	1	0.749862300335487	0.137537864847496	0	FALSE	3164	6147	5810
Ndufs7	3	0.3	0.3	0	0	1	4	5	0.1953148	0.6	-0.6	0.269640979420159	0.0238141376345922	0	FALSE	4468	4353	5811
Yeats2	3	0.3	0.3	0	0	1	4	5	0.1952409	0.6	-0.6	0.203419958940464	0.0238141376345922	0	FALSE	4468	4354	5812
Pelo	3	0.3	0.3	0	1	0	4	5	0.195225	0.6	0.6	0.0610134695308197	0.0238141376345922	0	FALSE	4468	4355	5813
Hspa5	3	0.3	0.3	0	1	0	6	3	0.195029	0.7	-0.7	0.534575133944219	0.0238141376345922	0	FALSE	4468	4356	5814
Rassf1	2	0.2	0.2	0	1	0	3	6	0.218493	0.7	0.7	0.277427269540834	0.155170218880671	0	FALSE	2558	7609	5815
Zcchc8	1	0.1	0.1	0	1	0	5	4	0.1580153	0.6	-0.6	0.144784938160332	0.18909503715909	0	FALSE	1575	12358	5816
Zc3hc1	3	0.3	0.3	0	0	1	3	6	0.194845	0.7	-0.7	0.177958039156777	0.0238141376345922	0	FALSE	4468	4357	5817
Xpnpep3	3	0.3	0.3	0	0	1	5	4	0.1947193	0.6	0.6	0.130514245656201	0.0238141376345922	0	FALSE	4468	4358	5818
Eya1	1	0.1	0.1	0	1	0	2	7	0.262397	0.8	0.8	0.964022833108007	0.183278572741959	0	FALSE	1725	11290	5819
Hnrnpa2b1	3	0.3	0.3	0	1	0	3	6	0.1944877	0.7	0.7	0.315307195433378	0.0238141376345922	0	FALSE	4468	4359	5820
Trim11	3	0.3	0.3	0	1	0	3	6	0.1944513	0.7	0.7	0.499949927394722	0.0238141376345922	0	FALSE	4468	4360	5821
Wdr61	2	0.2	0.2	0	0	1	3	6	0.16040081	0.7	-0.7	0.0732812578238446	0.164091870697132	0	FALSE	2266	8597	5822
Rpl38	1	0.1	0.1	0	0	1	5	4	0.151571	0.6	0.6	0.525136447849382	0.189526164355176	0	FALSE	1564	12461	5823
F8a	3	0.3	0.3	0	0	1	4	5	0.194361	0.6	-0.6	0.324044865054329	0.0238141376345922	0	FALSE	4468	4362	5824
Icmt	3	0.3	0.3	0	1	0	2	7	0.1942518	0.8	0.8	0.33468529367583	0.0238141376345922	0	FALSE	4468	4364	5825
Twnk	3	0.3	0.3	0	1	0	3	6	0.19424654	0.7	0.7	0.23634269691052	0.0238141376345922	0	FALSE	4468	4365	5826
Entpd5	3	0.3	0.3	0	1	0	2	7	0.194173	0.8	0.8	0.524986230033549	0.0238141376345922	0	FALSE	4468	4366	5827
Mbtd1	3	0.3	0.3	0	0	1	3	6	0.194005	0.7	-0.7	0.21160682990336	0.0238141376345922	0	FALSE	4468	4368	5828
Snapc2	2	0.2	0.2	0	1	0	4	5	0.212344	0.6	0.6	0.103850583345851	0.15573219940495	0	FALSE	2539	7688	5829
Ighmbp2	3	0.3	0.3	0	0	1	5	4	0.1938768	0.6	0.6	0.0462420509739122	0.0238141376345922	0	FALSE	4468	4369	5830
Leng1	3	0.3	0.3	0	1	0	5	4	0.1937851	0.6	-0.6	0.1198738170347	0.0238141376345922	0	FALSE	4468	4370	5831
Sctr	0	0	0	2	0	1	4	3	0.32836	0.625	0.625	0.778829302488608	0.202299881609172	0	FALSE	1278	15281	5832
Homer3	3	0.3	0.3	0	0	1	3	6	0.193739	0.7	-0.7	0.603625256622102	0.0238141376345922	0	FALSE	4468	4372	5833
Kctd18	2	0.222	0.2	1	0	0	4	5	0.212220855555556	0.555555555555556	-0.555555555555556	0.0921836663161584	0.155688366129858	0	FALSE	2540	7692	5834
Cask	3	0.3	0.3	0	0	1	3	6	0.193672	0.7	-0.7	0.522357418256472	0.0238141376345922	0	FALSE	4468	4373	5835
Fam184a	3	0.375	0.3	2	1	0	7	0	0.1935375	1	-1	0.543888638525863	0.0238141376345922	0	FALSE	4468	4375	5836
Rsrc2	2	0.2	0.2	0	0	1	5	4	0.2371461	0.6	0.6	0.233538631014972	0.152357892350177	0	FALSE	2653	7369	5837
Lmf2	3	0.3	0.3	0	1	0	5	4	0.193519	0.6	-0.6	0.0435130939862801	0.0238141376345922	0	FALSE	4468	4376	5838
Qrsl1	3	0.3	0.3	0	0	1	7	2	0.1934414	0.8	0.8	0.243127534925642	0.0238141376345922	0	FALSE	4468	4377	5839
Gorab	3	0.3	0.3	0	0	1	6	3	0.193427	0.7	0.7	0.11091082069	0.0238141376345922	0	FALSE	4468	4378	5840
Smu1	3	0.3	0.3	0	0	1	3	6	0.193406	0.7	-0.7	0.254418907415753	0.0238141376345922	0	FALSE	4468	4379	5841
Tbkbp1	3	0.3	0.3	0	1	0	4	5	0.1932	0.6	0.6	0.483200640929348	0.0238141376345922	0	FALSE	4468	4381	5842
Lysmd4	3	0.3	0.3	0	1	0	2	7	0.19312	0.8	0.8	0.20136698212408	0.0238141376345922	0	FALSE	4468	4382	5843
Zfp260	3	0.3	0.3	0	1	0	2	7	0.1931128	0.8	0.8	0.494867557959041	0.0238141376345922	0	FALSE	4468	4383	5844
Tmem199	3	0.3	0.3	0	0	1	5	4	0.1931126	0.6	0.6	0.0476440839216864	0.0238141376345922	0	FALSE	4468	4384	5845
Smc3	3	0.3	0.3	0	0	1	4	5	0.133669	0.6	-0.6	0.258650042561714	0.122470746825709	0	FALSE	3791	5168	5846
Xbp1	3	0.3	0.3	0	1	0	6	3	0.192974	0.7	-0.7	0.49273947223474	0.0238141376345922	0	FALSE	4468	4385	5847
Ndufb5	3	0.3	0.3	0	0	1	5	4	0.192795	0.6	0.6	0.458665064343298	0.0238141376345922	0	FALSE	4468	4386	5848
Spata19	0	0	0	7	1	0	2	0	0.210956666666667	1	-1	0.343973761954835	0.204358258108558	0	FALSE	1235	15870	5849
Map9	3	0.375	0.3	2	0	1	0	7	0.19279	1	-1	0.581543237694657	0.0238141376345922	0	FALSE	4468	4387	5850
Ccdc174	3	0.3	0.3	0	0	1	3	6	0.1927845	0.7	-0.7	0.0459165790396074	0.0238141376345922	0	FALSE	4468	4388	5851
Scyl2	3	0.3	0.3	0	0	1	2	7	0.192671	0.8	-0.8	0.142506634620199	0.0238141376345922	0	FALSE	4468	4389	5852
Magee1	3	0.3	0.3	0	1	0	4	5	0.192654	0.6	0.6	0.554053377397226	0.0238141376345922	0	FALSE	4468	4390	5853
Slc25a17	3	0.3	0.3	0	0	1	3	6	0.1598248	0.7	-0.7	0.251815131941315	0.117406437992149	0	FALSE	4028	4870	5854
Prkaca	3	0.3	0.3	0	1	0	5	4	0.1925362	0.6	-0.6	0.177657603525111	0.0238141376345922	0	FALSE	4468	4392	5855
Mark3	3	0.3	0.3	0	1	0	5	4	0.139712	0.6	-0.6	0.0585348755695759	0.121443863493093	0	FALSE	3843	5107	5856
Smc1a	3	0.3	0.3	0	1	0	6	3	0.192508	0.7	-0.7	0.453482549697061	0.0238141376345922	0	FALSE	4468	4393	5857
Itga9	1	0.1	0.1	0	0	1	5	4	0.572882	0.6	0.6	0.850383055430374	0.175037053226699	0	FALSE	1950	10067	5858
Cdkn2aip	3	0.3	0.3	0	1	0	5	4	0.192507	0.6	-0.6	0.389039106704722	0.0238141376345922	0	FALSE	4468	4394	5859
Mbtps2	3	0.3	0.3	0	1	0	4	5	0.192405	0.6	0.6	0.164738871363477	0.0238141376345922	0	FALSE	4468	4397	5860
Itga5	2	0.2	0.2	0	0	1	5	4	0.2649	0.6	0.6	0.853863101497171	0.148730665255038	0	FALSE	2773	7086	5861
Mrpl13	3	0.3	0.3	0	0	1	3	6	0.192402	0.7	-0.7	0.20840218316559	0.0238141376345922	0	FALSE	4468	4398	5862
Cdc37l1	3	0.3	0.3	0	0	1	3	6	0.1922889	0.7	-0.7	0.310450152721446	0.0238141376345922	0	FALSE	4468	4399	5863
Ip6k1	2	0.2	0.2	0	0	1	2	7	0.167199	0.8	-0.8	0.273321315908067	0.162456515464383	0	FALSE	2316	8489	5864
Klf6	3	0.3	0.3	0	1	0	2	7	0.192213	0.8	0.8	0.889439687546943	0.0238141376345922	0	FALSE	4468	4401	5865
Ercc8	3	0.3	0.3	0	0	1	7	2	0.192187	0.8	0.8	0.220619898853337	0.0238141376345922	0	FALSE	4468	4402	5866
Cacul1	3	0.3	0.3	0	1	0	3	6	0.192178	0.7	0.7	0.134745380802163	0.0238141376345922	0	FALSE	4468	4403	5867
R3hcc1l	3	0.3	0.3	0	0	1	2	7	0.1919825	0.8	-0.8	0.0245105402834109	0.0238141376345922	0	FALSE	4468	4404	5868
Dyrk2	3	0.3	0.3	0	1	0	3	6	0.1918415	0.7	0.7	0.36262580742076	0.0238141376345922	0	FALSE	4468	4405	5869
Samm50	3	0.333	0.3	1	0	0	5	4	0.191639111111111	0.555555555555556	0.555555555555556	0.0845726303139552	0.0238141376345922	0	FALSE	4468	4406	5870
2810021J22Rik	3	0.3	0.3	0	0	1	1	8	0.19158	0.9	-0.9	0.244629713083972	0.0238141376345922	0	FALSE	4468	4407	5871
Serpinb6a	3	0.333	0.3	1	0	0	6	3	0.191481111111111	0.666666666666667	0.666666666666667	0.693230183766461	0.0238141376345922	0	FALSE	4468	4408	5872
Dld	3	0.3	0.3	0	0	1	5	4	0.1914742	0.6	0.6	0.4645986680687	0.0238141376345922	0	FALSE	4468	4409	5873
Mfsd11	3	0.3	0.3	0	1	0	5	4	0.191452	0.6	-0.6	0.144284212107556	0.0238141376345922	0	FALSE	4468	4410	5874
Zfp688	3	0.3	0.3	0	1	0	3	6	0.1914349	0.7	0.7	0.139176806369235	0.0238141376345922	0	FALSE	4468	4411	5875
Tgoln1	1	0.111	0.1	1	0	0	4	5	0.19943	0.555555555555556	-0.555555555555556	0.310725552050473	0.18550125289485	0	FALSE	1667	11824	5876
Deaf1	3	0.3	0.3	0	1	0	7	2	0.1912784	0.8	-0.8	0.0707275549546843	0.0238141376345922	0	FALSE	4468	4412	5877
Nsmce2	3	0.3	0.3	0	1	0	5	4	0.1910444	0.6	-0.6	0.223999799709579	0.0238141376345922	0	FALSE	4468	4415	5878
Slc9a8	2	0.2	0.2	0	1	0	7	2	0.166398	0.8	-0.8	0.366881978869361	0.162354524423456	0	FALSE	2319	8507	5879
Chfr	3	0.3	0.3	0	1	0	5	4	0.1909962	0.6	-0.6	0.1953833057934	0.0238141376345922	0	FALSE	4468	4417	5880
Eps15	2	0.2	0.2	0	1	0	4	5	0.168511	0.6	0.6	0.474437935005758	0.161961704226924	0	FALSE	2331	8467	5881
Ssh1	2	0.2	0.2	0	1	0	3	6	0.2229605	0.7	0.7	0.486855941114616	0.153403265521918	0	FALSE	2618	7539	5882
Surf1	3	0.3	0.3	0	0	1	6	3	0.190927	0.7	0.7	0.0600871263331831	0.0238141376345922	0	FALSE	4468	4418	5883
Usp44	1	0.111	0.1	1	0	0	6	3	0.828256666666667	0.666666666666667	0.666666666666667	0.60730559311001	0.171705245110399	0	FALSE	2044	9659	5884
Usp8	3	0.3	0.3	0	0	1	4	5	0.190667	0.6	-0.6	0.154599168794752	0.0238141376345922	0	FALSE	4468	4420	5885
Timp3	2	0.25	0.2	2	1	0	2	5	0.37696375	0.75	0.75	0.961318912423013	0.139557707014305	0	FALSE	3096	6380	5886
Mre11a	3	0.3	0.3	0	0	1	6	3	0.1905725	0.7	0.7	0.355064844023835	0.0238141376345922	0	FALSE	4468	4421	5887
Glod4	3	0.3	0.3	0	0	1	5	4	0.1904793	0.6	0.6	0.172600270392068	0.0238141376345922	0	FALSE	4468	4422	5888
Faap20	3	0.3	0.3	0	1	0	5	4	0.190353	0.6	-0.6	0.273822041960843	0.0238141376345922	0	FALSE	4468	4423	5889
Ubl3	2	0.2	0.2	0	1	0	3	6	0.2266134	0.7	0.7	0.155099894847529	0.152753676795122	0	FALSE	2639	7491	5890
Praf2	3	0.3	0.3	0	0	1	6	3	0.1903322	0.7	0.7	0.418632016423815	0.0238141376345922	0	FALSE	4468	4425	5891
Ppil2	3	0.3	0.3	0	0	1	4	5	0.1258745	0.6	-0.6	0.0385809423664313	0.122307151115182	0	FALSE	3800	5204	5892
Smarce1	3	0.3	0.3	0	1	0	4	5	0.190332	0.6	0.6	0.123053427469831	0.0238141376345922	0	FALSE	4468	4426	5893
Ppp1r12c	3	0.3	0.3	0	1	0	4	5	0.190266	0.6	0.6	0.0370537279054629	0.0238141376345922	0	FALSE	4468	4427	5894
Ubald1	3	0.3	0.3	0	0	1	6	3	0.190097	0.7	0.7	0.18324069901357	0.0238141376345922	0	FALSE	4468	4430	5895
Ndufa1	3	0.3	0.3	0	0	1	7	2	0.18979764	0.8	0.8	0.218016123378899	0.0238141376345922	0	FALSE	4468	4432	5896
Fermt2	1	0.125	0.1	2	1	0	4	3	0.139347	0.625	-0.625	0.578689099193831	0.189735800801108	0	FALSE	1559	12702	5897
Ears2	3	0.3	0.3	0	0	1	3	6	0.1897823	0.7	-0.7	0.387812327875419	0.0238141376345922	0	FALSE	4468	4433	5898
Elk3	1	0.1	0.1	0	1	0	1	8	0.139651	0.9	0.9	0.778553903159581	0.189652903075414	0	FALSE	1561	12689	5899
Cct7	3	0.3	0.3	0	0	1	2	7	0.1897337	0.8	-0.8	0.284212107555956	0.0238141376345922	0	FALSE	4468	4434	5900
Mau2	3	0.3	0.3	0	0	1	3	6	0.189672	0.7	-0.7	0.0751589805217565	0.0238141376345922	0	FALSE	4468	4435	5901
Ddx41	3	0.3	0.3	0	0	1	3	6	0.189514	0.7	-0.7	0.123403935706775	0.0238141376345922	0	FALSE	4468	4436	5902
Icam5	2	0.2	0.2	0	1	0	6	3	0.63743	0.7	-0.7	0.841545240598868	0.129459594807061	0	FALSE	3467	5719	5903
Ccdc12	3	0.3	0.3	0	1	0	5	4	0.189462	0.6	-0.6	0.0505232587251515	0.0238141376345922	0	FALSE	4468	4438	5904
Dhx38	3	0.3	0.3	0	1	0	3	6	0.1894297	0.7	0.7	0.0311952330879776	0.0238141376345922	0	FALSE	4468	4439	5905
Hsbp1	3	0.3	0.3	0	1	0	5	4	0.189406	0.6	-0.6	0.201967853387412	0.0238141376345922	0	FALSE	4468	4441	5906
Ankrd40	3	0.3	0.3	0	0	1	5	4	0.1891292	0.6	0.6	0.190551299384107	0.0238141376345922	0	FALSE	4468	4443	5907
Luc7l	3	0.3	0.3	0	0	1	4	5	0.1890892	0.6	-0.6	0.266711732011417	0.0238141376345922	0	FALSE	4468	4444	5908
Tmem218	1	0.1	0.1	0	1	0	6	3	0.251386	0.7	-0.7	0.175003755445396	0.182447109122603	0	FALSE	1748	11360	5909
Pwp2	3	0.3	0.3	0	0	1	5	4	0.189061	0.6	0.6	0.339317009664013	0.0238141376345922	0	FALSE	4468	4445	5910
Cdhr4	1	0.1	0.1	0	1	0	5	4	0.44542	0.6	-0.6	0.817285063341846	0.176707044606106	0	FALSE	1903	10437	5911
