Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
OGDH_Ogdh	3	0.333	0.3	1	3	1	2	3	0.182488333333333	0.666666666666667	0.666666666666667	2	1	0.145698604387485	0.6875	FALSE	871	8780	2143
TMEM183A_Tmem183a	5	0.5	0.5	0	1	4	3	2	0.212807	0.7	0.7	4	1	0.11008324584715	0.6875	FALSE	2804	2730	2144
SH2B3_Sh2b3	6	0.6	0.6	0	3	2	2	3	0.475234	0.6	0.6	5	1	0.0579986289855549	0.1875	FALSE	9700	790	2145
JPT2_Jpt2	6	0.6	0.6	0	3	2	1	4	0.36503	0.7	0.7	4	2	0.0651083924087687	0.3125	FALSE	8664	886	2146
CCNL2_Ccnl2	3	0.333	0.3	1	4	0	5	0	0.392753333333333	1	-1	3	0	0.140759768893234	0.625	FALSE	1046	7340	2147
HID1_Hid1	4	0.4	0.4	0	0	5	1	4	0.771039	0.9	-0.9	2	2	0.117434904431754	0.625	FALSE	2243	3423	2148
SYNDIG1_Syndig1	6	0.667	0.6	1	0	4	1	4	0.881136666666667	0.888888888888889	-0.888888888888889	4	2	0.0193567344775355	0.125	FALSE	15302	502	2149
LAMB1_Lamb1	5	0.5	0.5	0	4	1	1	4	0.656037	0.8	0.8	4	1	0.0936244855832323	0.5625	FALSE	4486	1713	2150
GEMIN7_Gemin7	2	0.2	0.2	0	4	1	3	2	0.154034	0.7	-0.7	1	1	0.154984188477792	0.6875	FALSE	632	12168	2151
RAB26_Rab26	3	0.3	0.3	0	2	3	3	2	0.72508	0.6	0.6	1	2	0.136363305072287	0.75	FALSE	1208	6375	2152
GALNT16_Galnt16	6	0.6	0.6	0	3	2	1	4	0.652935	0.7	0.7	4	2	0.0437425487157625	0.1875	FALSE	11780	654	2153
APOBEC3F_Apobec3	6	0.6	0.6	0	5	0	3	2	0.829535	0.8	-0.8	4	2	0.0242637772548667	0.125	FALSE	14621	527	2154
CLU_Clu	5	0.5	0.5	0	5	0	1	4	0.620882	0.9	0.9	3	2	0.094887072738489	0.5625	FALSE	4329	1780	2155
PPCS_Ppcs	5	0.556	0.5	1	3	1	2	3	0.382902222222222	0.666666666666667	0.666666666666667	4	1	0.102920224061093	0.375	FALSE	3504	2200	2156
LPCAT2_Lpcat2	6	0.6	0.6	0	5	0	4	1	0.703855	0.9	-0.9	5	1	0.0382620013412493	0.4375	FALSE	12576	614	2157
MAP7D1_Map7d1	1	0.1	0.1	0	2	3	3	2	0.186892	0.6	0.6	1	0	0.159691975755687	0.625	FALSE	535	14448	2158
RPS2_Rps2	3	0.429	0.3	3	5	0	1	1	0.232014285714286	0.857142857142857	0.857142857142857	2	1	0.144322383018407	0.625	FALSE	928	8332	2159
LYST_Lyst	4	0.4	0.4	0	2	3	2	3	0.273462	0.6	-0.6	3	1	0.127894362805979	0.6875	FALSE	1578	4900	2160
AP2M1_Ap2m1	3	0.333	0.3	1	0	4	2	3	0.178465555555556	0.777777777777778	-0.777777777777778	3	0	0.145471106129334	0.625	FALSE	879	8808	2161
THADA_Thada	6	0.6	0.6	0	3	2	2	3	0.242556	0.6	0.6	4	2	0.0728728462034349	0.625	FALSE	7473	1037	2162
SFRP1_Sfrp1	6	0.6	0.6	0	3	2	3	2	0.905831	0.6	-0.6	4	2	0.014464089779371	0	FALSE	15884	488	2163
GRN_Grn	4	0.444	0.4	1	4	0	2	3	0.810792222222222	0.777777777777778	0.777777777777778	4	0	0.116471281313828	0.625	FALSE	2314	3351	2164
NOTCH2_Notch2	6	0.6	0.6	0	4	1	0	5	0.624526	0.9	0.9	4	2	0.04498801059473	0.1875	FALSE	11591	669	2165
