Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
TPD52_Tpd52	21	0.241	0.239	1	11	4	13	42	0.27497808045977	0.757142857142857	0.757142857142857	11	10	0.082271772170298	0.303030303030303	FALSE	2574	67	121
PPP1R9A_Ppp1r9a	24	0.282	0.273	3	11	4	13	39	0.328619776470588	0.746268656716418	0.746268656716418	16	8	0.0616610920911159	0.121212121212121	FALSE	9165	19	122
ADAM19_Adam19	15	0.181	0.17	5	4	11	33	17	0.335268574698795	0.676923076923077	0.676923076923077	10	5	0.108701799555589	0.333333333333333	FALSE	285	611	123
SGK1_Sgk1	19	0.216	0.216	0	11	4	16	39	0.461574420454545	0.714285714285714	0.714285714285714	10	9	0.0889921117172551	0.333333333333333	TRUE	1553	113	124
ADARB2_Adarb2	10	0.119	0.114	4	13	2	17	35	0.317794428571429	0.716417910447761	0.716417910447761	6	4	0.127185194326545	0.424242424242424	FALSE	53	3378	125
LIN28B_Lin28b	8	0.114	0.091	18	9	5	15	25	0.290018857142857	0.62962962962963	0.62962962962963	2	6	0.135358134967006	0.424242424242424	FALSE	30	5986	126
BHLHE41_Bhlhe41	17	0.2	0.193	3	9	6	13	39	0.3513702	0.716417910447761	0.716417910447761	10	7	0.0988086505087333	0.272727272727273	FALSE	675	268	127
FAT1_Fat1	15	0.176	0.17	3	12	3	12	40	0.279736482352941	0.776119402985075	0.776119402985075	11	4	0.108988076568029	0.393939393939394	FALSE	278	653	128
BARX2_Barx2	6	0.088	0.068	20	7	4	22	23	0.314341608823529	0.535714285714286	0.535714285714286	4	2	0.141804509333569	0.454545454545455	FALSE	20	9134	129
ACHE_Ache	23	0.264	0.261	1	3	12	39	15	0.351459494252874	0.739130434782609	0.739130434782609	15	8	0.0721746716605843	0.242424242424242	FALSE	5117	36	130
TMEM178B_Tmem178b	17	0.2	0.193	3	3	12	40	12	0.255825482352941	0.776119402985075	0.776119402985075	10	7	0.100438972785703	0.242424242424242	FALSE	586	315	131
KY_Ky	11	0.133	0.125	5	11	3	20	33	0.360090939759036	0.656716417910448	0.656716417910448	7	4	0.123273278529226	0.212121212121212	FALSE	77	2412	132
MROH2A_Mroh2a	2	0.034	0.023	30	4	5	14	22	0.366868793103448	0.6	-0.6	2	0	0.14458840104808	0.454545454545455	FALSE	13	14352	133
RNF182_Rnf182	17	0.2	0.193	3	11	4	14	38	0.389030101176471	0.73134328358209	0.73134328358209	9	8	0.0978794664558261	0.363636363636364	FALSE	727	262	134
CALB1_Calb1	19	0.229	0.216	5	5	10	37	14	0.59986094939759	0.712121212121212	0.712121212121212	11	8	0.0872570506632713	0.272727272727273	FALSE	1770	108	135
RASGEF1B_Rasgef1b	17	0.202	0.193	4	12	3	12	40	0.408691309523809	0.776119402985075	0.776119402985075	14	3	0.0975234741404261	0.303030303030303	FALSE	750	257	136
PCOLCE2_Pcolce2	15	0.176	0.17	3	12	3	15	37	0.432288694117647	0.73134328358209	0.73134328358209	11	4	0.106287667141549	0.333333333333333	FALSE	340	568	137
WLS_Wls	23	0.271	0.261	3	1	14	38	14	0.412599378823529	0.776119402985075	0.776119402985075	14	9	0.0694881481398338	0.303030303030303	FALSE	6058	32	138
LEMD1_Lemd1	14	0.222	0.159	25	2	6	30	11	0.501534920634921	0.73469387755102	0.73469387755102	7	7	0.110504181051175	0.272727272727273	FALSE	244	805	139
ZFPM2_Zfpm2	14	0.169	0.159	5	12	3	7	43	0.473511325301205	0.846153846153846	0.846153846153846	12	2	0.110427169517563	0.242424242424242	FALSE	246	807	140
CAMK1D_Camk1d	19	0.224	0.216	3	12	3	12	40	0.322416670588235	0.776119402985075	0.776119402985075	13	6	0.0889735037585858	0.303030303030303	FALSE	1556	130	141
NOL4L_Nol4l	21	0.247	0.239	3	3	12	37	15	0.201721447058824	0.73134328358209	0.73134328358209	15	6	0.0812405995374632	0.272727272727273	FALSE	2794	73	142
MEF2C_Mef2c	23	0.274	0.261	4	8	7	16	36	0.40405355952381	0.656716417910448	0.656716417910448	13	10	0.0689645848733715	0.121212121212121	TRUE	6238	33	143
MMP2_Mmp2	12	0.143	0.136	4	7	8	22	29	0.418118833333333	0.560606060606061	-0.560606060606061	7	5	0.117323022326955	0.242424242424242	FALSE	123	1683	144
EFEMP1_Efemp1	16	0.193	0.182	5	3	12	31	19	0.715458963855422	0.661538461538462	0.661538461538462	9	7	0.100683201229056	0.303030303030303	FALSE	572	365	145
PELI2_Peli2	17	0.215	0.193	9	10	5	11	35	0.255861430379747	0.737704918032787	0.737704918032787	10	7	0.0990505782003671	0.303030303030303	FALSE	667	314	146
PERP_Perp	12	0.136	0.136	0	10	5	20	35	0.409814965909091	0.642857142857143	0.642857142857143	7	5	0.116349120961181	0.424242424242424	FALSE	131	1693	147
MAP3K20_Map3k20	18	0.205	0.205	0	11	4	14	41	0.33506	0.742857142857143	0.742857142857143	12	6	0.0922690303446373	0.393939393939394	FALSE	1163	194	148
FSTL4_Fstl4	18	0.225	0.205	8	10	5	18	30	0.48347755	0.634920634920635	0.634920634920635	11	7	0.0907657677689948	0.242424242424242	FALSE	1344	168	149
KCNJ5_Kcnj5	14	0.179	0.159	10	8	6	37	12	0.560651558974359	0.714285714285714	-0.714285714285714	6	8	0.108778334601248	0.303030303030303	FALSE	283	801	150
