Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
ZMIZ2_Zmiz2	9	0.45	0.45	0	3	10	4	2	0.53525201	0.736842105263158	0.736842105263158	4	5	0.183588968915097	0.727272727272727	FALSE	349	132	54
MEX3B_Mex3b	9	0.45	0.45	0	5	8	4	2	0.77495895	0.631578947368421	0.631578947368421	4	5	0.168861034154534	0.757575757575758	FALSE	542	86	55
KRT8_Krt8	8	0.444	0.4	2	8	5	3	1	1.18513277777778	0.647058823529412	-0.647058823529412	4	4	0.20657889571248	0.909090909090909	FALSE	167	289	56
FYN_Fyn	10	0.5	0.5	0	5	8	3	3	0.4293615	0.578947368421053	-0.578947368421053	4	6	0.126202987118595	0.484848484848485	FALSE	1910	26	57
AFAP1_Afap1	10	0.5	0.5	0	5	8	3	3	0.6119555	0.578947368421053	-0.578947368421053	5	5	0.110180715555134	0.545454545454545	FALSE	2943	17	58
CORO2B_Coro2b	8	0.4	0.4	0	4	9	1	5	0.85675125	0.736842105263158	-0.736842105263158	3	5	0.213570192757261	0.727272727272727	FALSE	134	376	59
BTF3L4_Btf3l4	10	0.5	0.5	0	4	9	4	2	0.3194463	0.684210526315789	0.684210526315789	3	7	0.131015133455987	0.575757575757576	FALSE	1662	33	60
ATOH8_Atoh8	7	0.35	0.35	0	5	8	4	2	1.40952555	0.631578947368421	0.631578947368421	3	4	0.240056827898924	0.909090909090909	FALSE	54	1063	61
ALG2_Alg2	10	0.5	0.5	0	6	7	3	3	0.31189465	0.526315789473684	-0.526315789473684	4	6	0.130406087375693	0.727272727272727	FALSE	1697	34	62
ADGRG1_Adgrg1	8	0.4	0.4	0	4	9	5	1	1.4234905	0.736842105263158	0.736842105263158	2	6	0.196035169705083	0.878787878787879	FALSE	237	265	63
TEX2_Tex2	10	0.5	0.5	0	7	6	1	5	0.331803	0.631578947368421	0.631578947368421	4	6	0.123655884993987	0.484848484848485	FALSE	2041	32	64
ELAVL2_Elavl2	8	0.4	0.4	0	3	10	5	1	1.16256165	0.789473684210526	0.789473684210526	2	6	0.195292270773376	0.636363636363636	FALSE	241	292	65
KLC1_Klc1	9	0.45	0.45	0	4	9	2	4	0.395909	0.684210526315789	-0.684210526315789	2	7	0.177808927021562	0.666666666666667	FALSE	419	171	66
PKIA_Pkia	10	0.5	0.5	0	4	9	5	1	0.579226	0.736842105263158	0.736842105263158	3	7	0.0990126265346537	0.454545454545455	FALSE	3986	18	67
MCL1_Mcl1	10	0.5	0.5	0	4	9	3	3	0.2618565	0.631578947368421	-0.631578947368421	3	7	0.125176998475519	0.636363636363636	FALSE	1960	37	68
ZC3H12C_Zc3h12c	8	0.421	0.4	1	2	11	4	1	0.684233157894737	0.833333333333333	0.833333333333333	2	6	0.207575052175458	0.666666666666667	FALSE	160	468	69
RHOBTB3_Rhobtb3	9	0.45	0.45	0	3	10	5	1	0.5675142	0.789473684210526	0.789473684210526	3	6	0.163956327681543	0.696969696969697	FALSE	637	123	70
GIT1_Git1	8	0.4	0.4	0	3	10	1	5	0.394463	0.789473684210526	-0.789473684210526	2	6	0.218676986695973	0.696969696969697	FALSE	114	697	71
ADD3_Add3	10	0.5	0.5	0	9	4	3	3	0.660887	0.631578947368421	0.631578947368421	3	7	0.0860467126839908	0.393939393939394	FALSE	5325	15	72
NAV1_Nav1	9	0.45	0.45	0	3	10	4	2	0.8070505	0.736842105263158	0.736842105263158	2	7	0.150451961603368	0.636363636363636	FALSE	962	85	73
TNRC18_Tnrc18	10	0.5	0.5	0	9	4	3	3	0.56877185	0.631578947368421	0.631578947368421	5	5	0.095692674304452	0.515151515151515	FALSE	4332	19	74
SOX4_Sox4	8	0.421	0.4	1	4	8	2	4	0.864146157894737	0.666666666666667	-0.666666666666667	2	6	0.19818521110248	0.757575757575758	FALSE	225	372	75
