Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Bind_logFC	Bind_adj_Pval	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
RNF114	0	0	0	0	1	0	1	1	0.0624866666666667	0.666666666666667	0.666666666666667	0.247677636130052	0.0617816587501235	0	-0.225674071174618	0.876893966706246	FALSE	7742	12672	12321
QRICH1	0	0	0	0	0	1	2	0	0.12577	1	1	0.0686579701551537	0.0153102656822754	0	-0.27517213421033	0.87254365624782	FALSE	12123	8094	12322
WDR36	0	0	0	0	1	0	2	0	0.0394966666666667	1	-1	0.328293309615575	0.0742390972307215	0.333333333333333	0.00419385410315143	0.9984630761893	FALSE	6586	14899	12323
NIBAN1	0	NA	0	3	0	0	0	0	NA	NA	NA	NA	0.0877531196922633	0	0.00972529878527451	0.990156685303767	FALSE	5434	18058	12324
FAM120AOS	0	0	0	0	0	1	1	1	0.12573	0.666666666666667	-0.666666666666667	0.363128767664789	0.0153102656822754	0	-0.0924650247602274	0.918952451257428	FALSE	12123	8096	12325
KCNA7	0	0	0	1	0	0	1	1	0.0445145	0.5	-0.5	0.432107915801957	0.0715516112512372	0	0.0162320637292579	0.987984070884737	FALSE	6815	14403	12326
ACAP2	0	0	0	0	1	0	2	0	0.0934233333333333	1	-1	0.410490167012551	0.0484033259882715	0	-0.195994592299712	0.886207540936005	FALSE	9645	10178	12327
ZNF367	0	0	0	0	0	1	1	1	0.125686666666667	0.666666666666667	-0.666666666666667	0.870145271271865	0.0153102656822754	0	-0.292512118178509	0.872537381063492	FALSE	12123	8099	12328
BCL2L13	0	0	0	0	1	0	1	1	0.08173	0.666666666666667	0.666666666666667	0.288467239845835	0.0530640439036152	0	0.0600808587622388	0.93309999670193	FALSE	8886	11051	12329
NUP160	0	0	0	0	1	0	2	0	0.12564	1	-1	0.510524755410614	0.0153102656822754	0	-0.149324278411667	0.881080538566794	FALSE	12123	8103	12330
ADH5	0	0	0	0	0	1	1	1	0.0570533333333333	0.666666666666667	-0.666666666666667	0.496590572190928	0.0646937869102211	0	0.143580212399204	0.884304858201973	FALSE	7455	13178	12331
PGAP6	0	NA	0	3	0	0	0	0	NA	NA	NA	NA	0.0876394354844149	0	-0.0302681390724595	0.978861358831132	FALSE	5442	18058	12332
EVX1	0	0	0	1	0	0	0	2	0.125615	1	-1	0.559689692657377	0.0153102656822754	0	-0.129982930859174	0.884304858201973	FALSE	12123	8107	12333
ZNF433	0	0	0	0	0	1	1	1	0.0802066666666667	0.666666666666667	-0.666666666666667	0.350924004348256	0.0535172866538827	0	-0.069812044148692	0.920292871158839	FALSE	8795	11180	12334
TMEM81	0	0	0	0	1	0	1	1	0.109403333333333	0.666666666666667	0.666666666666667	0.121627631188853	0.0404069942218866	0	NA	NA	FALSE	10816	9092	12335
ELAC2	0	0	0	0	0	1	1	1	0.125493333333333	0.666666666666667	-0.666666666666667	0.11550054353197	0.0153102656822754	0	-0.115783738888499	0.883637347983232	FALSE	12123	8112	12336
VNN1	0	0	0	1	0	0	1	1	0.125445	0.5	-0.5	0.980161083110979	0.0153102656822754	0	-0.18719280795146	0.87254365624782	FALSE	12123	8113	12337
MRRF	0	0	0	0	1	0	2	0	0.125413333333333	1	-1	0.0729074019171855	0.0153102656822754	0	-0.350251482165952	0.87516963244825	FALSE	12123	8115	12338
PHACTR3	0	0	0	1	0	0	2	0	0.025435	1	1	0.976183417333729	0.0812604468083341	0.333333333333333	0.183196801387086	0.87254365624782	FALSE	6013	16362	12339
IK	0	0	0	1	1	0	1	0	0.083823	1	-1	0.0855321672101986	0.0521704396871114	0	-0.0417578636374569	0.965894597273781	FALSE	9053	10868	12340
HS3ST3B1	0	0	0	0	1	0	0	2	0.09136	1	1	0.906759561221465	0.0493084067940491	0	-0.130556256003508	0.894148376184166	FALSE	9516	10341	12341
OR7C2	0	0	0	1	0	0	1	1	0.0942521	0.5	-0.5	0.0761191817373258	0.0479073495919241	0	-0.0998825725038315	0.897963826841218	FALSE	9721	10125	12342
OOEP	0	0	0	1	0	0	1	1	0.12534	0.5	-0.5	0.362955825674474	0.0153102656822754	0	-0.143718298041241	0.884304858201973	FALSE	12123	8121	12343
RPA2	0	0	0	0	1	0	1	1	0.0753233333333333	0.666666666666667	0.666666666666667	0.182404387785354	0.0557304380656006	0	0.145049603287975	0.895241087747049	FALSE	8496	11588	12344
SELENOS	0	0	0	0	1	0	0	2	0.0654066666666667	1	1	0.377211186876174	0.0599956877064563	0.333333333333333	-0.233859878420404	0.87254365624782	FALSE	7940	12401	12345
CRISP1	0	0	0	1	0	0	1	1	0.06609	0.5	-0.5	0.350355766380077	0.0595747553294845	0.333333333333333	NA	NA	FALSE	7985	12333	12346
TMTC2	0	0	0	0	1	0	1	1	0.1252447	0.666666666666667	0.666666666666667	0.693275027176599	0.0153102656822754	0	-0.260243270241615	0.855772714703194	FALSE	12123	8124	12347
NDUFA9	0	0	0	0	1	0	0	2	0.125243333333333	1	1	0.17971143393616	0.0153102656822754	0	-0.261567602102047	0.87254365624782	FALSE	12123	8125	12348
SULT1A3	0	NA	0	3	0	0	0	0	NA	NA	NA	NA	0.0875736148170775	0	NA	NA	FALSE	5455	18058	12349
KCNIP1	0	0	0	1	0	0	1	1	0.064155	0.5	-0.5	0.74182231445795	0.060568406819241	0	-0.0422179894277106	0.965843698689679	FALSE	7868	12522	12350
MCOLN3	0	0	0	1	0	0	1	1	0.1252335	0.5	-0.5	0.840423954936259	0.0153102656822754	0	NA	NA	FALSE	12123	8127	12351
VAMP7	0	0	0	0	1	0	1	1	0.0495233333333333	0.666666666666667	0.666666666666667	0.282933096155747	0.0686139400256153	0.333333333333333	0.185516313579476	0.872537381063492	FALSE	7082	13912	12352
TRPM8	0	0	0	1	0	0	0	2	0.12523	1	-1	0.852332246269394	0.0153102656822754	0	NA	NA	FALSE	12123	8128	12353
OR10K2	0	0	0	1	0	0	0	2	0.12522	1	-1	0.0121553513193003	0.0153102656822754	0	NA	NA	FALSE	12123	8129	12354
MUCL3	0	0	0	1	0	0	2	0	0.05453685	1	1	0.746170570214448	0.0659687866949616	0.333333333333333	-0.0784289712359936	0.929269864406349	FALSE	7343	13421	12355
C8orf33	0	0	0	1	1	0	0	1	0.09429	1	1	0.15727838719241	0.0477965457769843	0	0.0856743305428407	0.917837605564224	FALSE	9747	10112	12356
ANP32B	0	0	0	0	1	0	0	2	0.06557	1	1	0.606186382053563	0.0597593055156138	0.333333333333333	-0.107468533822853	0.925859492704979	FALSE	7963	12380	12357
PSMD11	0	0	0	0	1	0	2	0	0.1252	1	-1	0.19389267714201	0.0153102656822754	0	-0.178498514720347	0.88043535198421	FALSE	12123	8132	12358
PDCD5	0	0	0	0	1	0	1	1	0.08455	0.666666666666667	0.666666666666667	0.276978950489179	0.0517239103627112	0	0.0171042090101166	0.986175987568931	FALSE	9115	10817	12359
RPS19BP1	0	0	0	0	1	0	1	1	0.102503333333333	0.666666666666667	0.666666666666667	0.124320585038047	0.0443863990095073	0	-0.265001626535954	0.872632154243453	FALSE	10343	9533	12360
METTL7A	0	0	0	0	0	1	1	1	0.04817	0.666666666666667	-0.666666666666667	0.973663405474849	0.0692347868464495	0.333333333333333	-0.00986516259724213	0.990726565524826	FALSE	7022	14046	12361
CD274	0	0	0	1	0	0	0	2	0.12517	1	-1	0.982705800968475	0.0153102656822754	0	-0.158132848182433	0.886986428995599	FALSE	12123	8136	12362
ZNF174	0	0	0	0	0	1	1	1	0.0978533333333333	0.666666666666667	-0.666666666666667	0.311048522581283	0.0463188562183529	0	-0.0920674438410312	0.898476300827135	FALSE	10011	9853	12363
SPRR2B	0	0	0	1	0	0	1	1	0.04817	0.5	-0.5	NA	0.0692115580384639	0.333333333333333	NA	NA	FALSE	7026	14045	12364
CHD2	0	0	0	0	0	1	1	1	0.0970366666666667	0.666666666666667	-0.666666666666667	0.230630497084692	0.046560998364752	0	-0.123351587012843	0.89501619210812	FALSE	9969	9900	12365
TMEM169	0	0	0	1	0	0	1	1	0.01647	0.5	-0.5	0.6869749975294	0.0842686100966892	0.333333333333333	0.0394769528307168	0.958642793231991	FALSE	5740	17198	12366
